34,Dead Man Walking (1995),0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
35,Across the Sea of Time (1995),0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
36,It Takes Two (1995),0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
37,Clueless (1995),0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
38,"Cry, the Beloved Country (1995)",0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
39,Richard III (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0
40,Dead Presidents (1995),1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
41,Restoration (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
42,Mortal Kombat (1995),1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
43,To Die For (1995),0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
44,How to Make an American Quilt (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
45,Seven (a.k.a. Se7en) (1995),0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0
46,Pocahontas (1995),0|0|1|1|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
47,"Usual Suspects, The (1995)",0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|1|0|0|0|0
48,Mighty Aphrodite (1995),0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
49,"Big Green, The (1995)",0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
50,Georgia (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
51,Home for the Holidays (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
52,"Postman, The (Postino, Il) (1994)",0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
53,"Confessional, The (Confessionnal, Le) (1995)",0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
54,"Indian in the Cupboard, The (1995)",0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
55,Eye for an Eye (1996),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
56,Mr. Holland's Opus (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
57,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
58,Two if by Sea (1996),0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
59,Bio-Dome (1996),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
60,Lawnmower Man 2: Beyond Cyberspace (1996),1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0
61,Two Bits (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
62,French Twist (Gazon maudit) (1995),0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
63,Friday (1995),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
64,From Dusk Till Dawn (1996),1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0
65,Fair Game (1995),1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
66,Kicking and Screaming (1995),0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
67,"Misérables, Les (1995)",0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0
68,Bed of Roses (1996),0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
69,Big Bully (1996),0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
70,Screamers (1995),1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0
71,"Crossing Guard, The (1995)",1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0
72,"Juror, The (1996)",0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
73,"White Balloon, The (Badkonake sefid) (1995)",0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
74,Things to Do in Denver When You're Dead (1995),0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0
75,Antonia's Line (Antonia) (1995),0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
76,Once Upon a Time... When We Were Colored (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
77,Angels and Insects (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
78,White Squall (1996),1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
79,Dunston Checks In (1996),0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
80,Black Sheep (1996),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
81,Nick of Time (1995),1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
82,Mary Reilly (1996),0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|1|0|0|0|0
83,Vampire in Brooklyn (1995),0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0
84,Beautiful Girls (1996),0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
85,Broken Arrow (1996),1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
86,In the Bleak Midwinter (1995),0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
87,"Hate (Haine, La) (1995)",0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
88,Heidi Fleiss: Hollywood Madam (1995),0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
89,City Hall (1996),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
90,Bottle Rocket (1996),0|1|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0
91,Mr. Wrong (1996),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
92,Unforgettable (1996),0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0
93,Happy Gilmore (1996),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
94,"Bridges of Madison County, The (1995)",0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
95,Nobody Loves Me (Keiner liebt mich) (1994),0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
96,Muppet Treasure Island (1996),0|1|0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
97,Braveheart (1995),1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0
98,Taxi Driver (1976),0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0
99,Rumble in the Bronx (Hont faan kui) (1995),1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
100,Before and After (1996),0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
101,Margaret's Museum (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
102,Anne Frank Remembered (1995),0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
103,"Young Poisoner's Handbook, The (1995)",0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
104,If Lucy Fell (1996),0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
105,"Steal Big, Steal Little (1995)",0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
106,Race the Sun (1996),0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
107,"Boys of St. Vincent, The (1992)",0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
108,Boomerang (1992),0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
109,Chungking Express (Chung Hing sam lam) (1994),0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|0|0
110,"Star Maker, The (Uomo delle stelle, L') (1995)",0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
111,Flirting With Disaster (1996),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
112,"NeverEnding Story III, The (1994)",0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
113,Jupiter's Wife (1994),0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
114,Pie in the Sky (1996),0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
115,Angela (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
116,Jade (1995),0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
117,Down Periscope (1996),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
118,From the Journals of Jean Seberg (1995),0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
119,"Neon Bible, The (1995)",0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
120,Up Close and Personal (1996),0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
121,"Birdcage, The (1996)",0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
122,"Brothers McMullen, The (1995)",0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
123,Bad Boys (1995),1|0|0|0|1|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0
124,"Basketball Diaries, The (1995)",0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
125,"Awfully Big Adventure, An (1995)",0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
126,Amateur (1994),0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0
127,Apollo 13 (1995),0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
128,Rob Roy (1995),1|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0
129,"Addiction, The (1995)",0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0
130,Batman Forever (1995),1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
131,Beauty of the Day (Belle de jour) (1967),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
132,Beyond Rangoon (1995),0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0
133,Blue in the Face (1995),0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
134,Canadian Bacon (1995),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
135,Casper (1995),0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
136,Clockers (1995),0|0|0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0
137,Congo (1995),1|1|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
138,Crimson Tide (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|0|0|0
139,Crumb (1994),0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
140,Desperado (1995),1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0
141,Devil in a Blue Dress (1995),0|0|0|0|0|1|0|0|0|1|0|0|1|0|0|1|0|0|0|0
142,Die Hard: With a Vengeance (1995),1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0
143,"Doom Generation, The (1995)",0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
144,Feast of July (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
145,First Knight (1995),1|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
146,Free Willy 2: The Adventure Home (1995),0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
147,Hackers (1995),1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0
148,Jeffrey (1995),0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
149,Johnny Mnemonic (1995),1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0
150,Judge Dredd (1995),1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0
151,Jury Duty (1995),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
152,Kids (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
153,Living in Oblivion (1995),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
154,Lord of Illusions (1995),0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
155,Love & Human Remains (1993),0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
156,Mad Love (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
157,Mallrats (1995),0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
158,Mighty Morphin Power Rangers: The Movie (1995),1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
159,Moonlight and Valentino (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
160,Mute Witness (1994),0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0
161,Nadja (1994),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
162,"Net, The (1995)",1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0
163,Nine Months (1995),0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
164,Party Girl (1995),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
165,"Prophecy, The (1995)",0|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0
166,Reckless (1995),0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
167,Safe (1995),0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
168,"Scarlet Letter, The (1995)",0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
169,"Show, The (1995)",0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
170,Showgirls (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
171,Smoke (1995),0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
172,Something to Talk About (1995),0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
173,Species (1995),0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0
174,"Stars Fell on Henrietta, The (1995)",0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
175,Strange Days (1995),1|0|0|0|0|1|0|1|0|0|0|0|1|0|1|1|0|0|0|0
176,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
177,"Tie That Binds, The (1995)",0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
178,Three Wishes (1995),0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
179,Total Eclipse (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
180,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181,Under Siege 2: Dark Territory (1995),1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
182,Unstrung Heroes (1995),0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
183,Unzipped (1995),0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
184,"Walk in the Clouds, A (1995)",0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
185,Waterworld (1995),1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
186,White Man's Burden (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
187,Wild Bill (1995),0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
188,"Browning Version, The (1994)",0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
189,Bushwhacked (1995),0|1|0|0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0
190,Burnt by the Sun (Utomlyonnye solntsem) (1994),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
191,Before the Rain (Pred dozhdot) (1994),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0
192,Before Sunrise (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
193,Billy Madison (1995),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
194,Boys on the Side (1995),0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
195,Castle Freak (1995),0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
196,Circle of Friends (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
197,Clerks (1994),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
198,Don Juan DeMarco (1995),0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
199,Disclosure (1994),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
200,Drop Zone (1994),1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
201,Death and the Maiden (1994),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
202,Dolores Claiborne (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
203,Dumb & Dumber (Dumb and Dumber) (1994),0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
204,Eat Drink Man Woman (Yin shi nan nu) (1994),0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
205,Exotica (1994),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
206,Exit to Eden (1994),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
207,Ed Wood (1994),0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
208,French Kiss (1995),1|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
209,Forget Paris (1995),0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
210,Far From Home: The Adventures of Yellow Dog (1995),0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
211,"Goofy Movie, A (1995)",0|0|1|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
212,Hideaway (1995),0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
213,Fluke (1995),0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
214,Farinelli: il castrato (1994),0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
215,Gordy (1995),0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
216,Gumby: The Movie (1995),0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
217,Hoop Dreams (1994),0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
218,Heavenly Creatures (1994),0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
219,Houseguest (1994),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
220,Immortal Beloved (1994),0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
221,Heavyweights (Heavy Weights) (1995),0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
222,I.Q. (1994),0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
223,Interview with the Vampire: The Vampire Chronicles (1994),0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0
224,Jefferson in Paris (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
225,"Jerky Boys, The (1995)",0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
226,Junior (1994),0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
227,Just Cause (1995),0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0
228,"Kid in King Arthur's Court, A (1995)",0|1|0|1|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0
229,Kiss of Death (1995),0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0
230,Star Wars: Episode IV - A New Hope (1977),1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
231,Little Women (1994),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
232,"Little Princess, A (1995)",0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
233,Ladybird Ladybird (1994),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
234,"Enfer, L' (1994)",0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
235,Like Water for Chocolate (Como agua para chocolate) (1992),0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0
236,Legends of the Fall (1994),0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|0|0
237,Major Payne (1995),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
238,Little Odessa (1994),0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
239,My Crazy Life (Mi vida loca) (1993),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
240,Love Affair (1994),0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
241,Losing Isaiah (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
242,"Madness of King George, The (1994)",0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
243,Mary Shelley's Frankenstein (Frankenstein) (1994),0|0|0|0|0|0|0|1|0|0|1|0|0|0|1|0|0|0|0|0
244,Man of the House (1995),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
245,Mixed Nuts (1994),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
246,Milk Money (1994),0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
247,Miracle on 34th Street (1994),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
248,Miami Rhapsody (1995),0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
249,My Family (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
250,Murder in the First (1995),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
251,Nobody's Fool (1994),0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
252,Nell (1994),0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
253,New Jersey Drive (1995),0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
254,Nemesis 2: Nebula (1995),1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0
