movieId,title,genres
147,Hackers (1995),Action|Adventure|Crime|Thriller
148,Jeffrey (1995),Comedy|Drama
149,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
150,Judge Dredd (1995),Action|Crime|Sci-Fi
151,Jury Duty (1995),Comedy
152,Kids (1995),Drama
153,Living in Oblivion (1995),Comedy
154,Lord of Illusions (1995),Horror
155,Love & Human Remains (1993),Comedy|Drama
156,Mad Love (1995),Drama|Romance
157,Mallrats (1995),Comedy|Romance
158,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
159,Moonlight and Valentino (1995),Drama|Romance
160,Mute Witness (1994),Comedy|Horror|Thriller
161,Nadja (1994),Drama
162,"Net, The (1995)",Action|Crime|Thriller
163,Nine Months (1995),Comedy|Romance
164,Party Girl (1995),Comedy
165,"Prophecy, The (1995)",Fantasy|Horror|Mystery
166,Reckless (1995),Comedy|Fantasy
167,Safe (1995),Thriller
168,"Scarlet Letter, The (1995)",Drama|Romance
169,"Show, The (1995)",Documentary
170,Showgirls (1995),Drama
171,Smoke (1995),Comedy|Drama
172,Something to Talk About (1995),Comedy|Drama|Romance
173,Species (1995),Horror|Sci-Fi
174,"Stars Fell on Henrietta, The (1995)",Drama
175,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
176,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
177,"Tie That Binds, The (1995)",Thriller
178,Three Wishes (1995),Drama|Fantasy
179,Total Eclipse (1995),Drama|Romance
180,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
181,Under Siege 2: Dark Territory (1995),Action
182,Unstrung Heroes (1995),Comedy|Drama
183,Unzipped (1995),Documentary
184,"Walk in the Clouds, A (1995)",Drama|Romance
185,Waterworld (1995),Action|Adventure|Sci-Fi
186,White Man's Burden (1995),Drama
187,Wild Bill (1995),Western
188,"Browning Version, The (1994)",Drama
189,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
190,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
191,Before the Rain (Pred dozhdot) (1994),Drama|War
192,Before Sunrise (1995),Drama|Romance
193,Billy Madison (1995),Comedy
194,Boys on the Side (1995),Comedy|Drama
195,Castle Freak (1995),Horror
196,Circle of Friends (1995),Drama|Romance
197,Clerks (1994),Comedy
198,Don Juan DeMarco (1995),Comedy|Drama|Romance
199,Disclosure (1994),Drama|Thriller
200,Drop Zone (1994),Action|Thriller
201,Death and the Maiden (1994),Drama|Thriller
202,Dolores Claiborne (1995),Drama|Thriller
203,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
204,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
205,Exotica (1994),Drama
206,Exit to Eden (1994),Comedy
207,Ed Wood (1994),Comedy|Drama
208,French Kiss (1995),Action|Comedy|Romance
209,Forget Paris (1995),Comedy|Romance
210,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
211,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
212,Hideaway (1995),Thriller
213,Fluke (1995),Children|Drama
214,Farinelli: il castrato (1994),Drama|Musical
215,Gordy (1995),Children|Comedy|Fantasy
216,Gumby: The Movie (1995),Animation|Children
217,Hoop Dreams (1994),Documentary
218,Heavenly Creatures (1994),Crime|Drama
219,Houseguest (1994),Comedy
220,Immortal Beloved (1994),Drama|Romance
221,Heavyweights (Heavy Weights) (1995),Children|Comedy
222,I.Q. (1994),Comedy|Romance
223,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
224,Jefferson in Paris (1995),Drama
225,"Jerky Boys, The (1995)",Comedy
226,Junior (1994),Comedy|Sci-Fi
227,Just Cause (1995),Mystery|Thriller
228,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
229,Kiss of Death (1995),Crime|Drama|Thriller
230,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
231,Little Women (1994),Drama
232,"Little Princess, A (1995)",Children|Drama
233,Ladybird Ladybird (1994),Drama
234,"Enfer, L' (1994)",Drama
235,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
236,Legends of the Fall (1994),Drama|Romance|War|Western
237,Major Payne (1995),Comedy
238,Little Odessa (1994),Crime|Drama
239,My Crazy Life (Mi vida loca) (1993),Drama
240,Love Affair (1994),Drama|Romance
241,Losing Isaiah (1995),Drama
242,"Madness of King George, The (1994)",Comedy|Drama
243,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
244,Man of the House (1995),Comedy
245,Mixed Nuts (1994),Comedy
246,Milk Money (1994),Comedy|Romance
247,Miracle on 34th Street (1994),Drama
248,Miami Rhapsody (1995),Comedy
249,My Family (1995),Drama
250,Murder in the First (1995),Drama|Thriller
251,Nobody's Fool (1994),Comedy|Drama|Romance
252,Nell (1994),Drama
253,New Jersey Drive (1995),Crime|Drama
254,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller
255,Nina Takes a Lover (1994),Comedy|Romance
256,Natural Born Killers (1994),Action|Crime|Thriller
257,Only You (1994),Comedy|Romance
258,Once Were Warriors (1994),Crime|Drama
259,Poison Ivy II (1996),Drama|Thriller
260,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
261,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
262,"Perez Family, The (1995)",Comedy|Romance
263,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
264,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
265,Panther (1995),Drama
266,Pushing Hands (Tui shou) (1992),Drama
267,Priest (1994),Drama
268,Quiz Show (1994),Drama
269,Picture Bride (Bijo photo) (1994),Drama|Romance
270,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
271,"Quick and the Dead, The (1995)",Action|Thriller|Western
272,Roommates (1995),Comedy|Drama
273,Ready to Wear (Pret-A-Porter) (1994),Comedy
274,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
275,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
276,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
277,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama
278,Rent-a-Kid (1995),Comedy
279,Stuart Saves His Family (1995),Comedy
280,"Swan Princess, The (1994)",Animation|Children
281,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
282,"Specialist, The (1994)",Action|Drama|Thriller
283,Stargate (1994),Action|Adventure|Sci-Fi
284,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
285,"Shawshank Redemption, The (1994)",Crime|Drama
286,Shallow Grave (1994),Comedy|Drama|Thriller
287,Suture (1993),Film-Noir|Thriller
288,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
289,Swimming with Sharks (1995),Comedy|Drama
290,"Sum of Us, The (1994)",Comedy|Drama
291,National Lampoon's Senior Trip (1995),Comedy
292,To Live (Huozhe) (1994),Drama
293,Tank Girl (1995),Action|Comedy|Sci-Fi
294,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
295,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
296,Tales from the Hood (1995),Action|Crime|Horror
297,Tom & Viv (1994),Drama
298,Village of the Damned (1995),Horror|Sci-Fi
299,Tommy Boy (1995),Comedy
300,Vanya on 42nd Street (1994),Drama
301,Underneath (1995),Mystery|Thriller
302,"Walking Dead, The (1995)",Drama|War
303,What's Eating Gilbert Grape (1993),Drama
304,Virtuosity (1995),Action|Sci-Fi|Thriller
305,While You Were Sleeping (1995),Comedy|Romance
306,"War, The (1994)",Adventure|Drama|War
307,Double Happiness (1994),Drama
308,Muriel's Wedding (1994),Comedy
309,"Baby-Sitters Club, The (1995)",Children
310,Ace Ventura: Pet Detective (1994),Comedy
311,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
312,Backbeat (1993),Drama|Musical
313,Bitter Moon (1992),Drama|Film-Noir|Romance
314,Bullets Over Broadway (1994),Comedy
315,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
316,"Client, The (1994)",Drama|Mystery|Thriller
317,"Corrina, Corrina (1994)",Comedy|Drama|Romance
318,Crooklyn (1994),Comedy|Drama
319,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
320,Cobb (1994),Drama
321,"Flintstones, The (1994)",Children|Comedy|Fantasy
322,Forrest Gump (1994),Comedy|Drama|Romance|War
323,Four Weddings and a Funeral (1994),Comedy|Romance
324,Higher Learning (1995),Drama
325,I Like It Like That (1994),Comedy|Drama|Romance
326,I Love Trouble (1994),Action|Comedy
327,It Could Happen to You (1994),Comedy|Drama|Romance
328,"Jungle Book, The (1994)",Adventure|Children|Romance
329,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
330,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
331,Little Buddha (1993),Drama
332,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
333,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
334,Maverick (1994),Adventure|Comedy|Western
335,Mrs. Parker and the Vicious Circle (1994),Drama
336,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
337,"Paper, The (1994)",Comedy|Drama
338,Reality Bites (1994),Comedy|Drama|Romance
339,Red Rock West (1992),Thriller
340,Richie Rich (1994),Children|Comedy
341,"River Wild, The (1994)",Action|Thriller
342,Speed (1994),Action|Romance|Thriller
343,Speechless (1994),Comedy|Romance
344,Timecop (1994),Action|Sci-Fi|Thriller
345,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
346,When a Man Loves a Woman (1994),Drama|Romance
347,Wolf (1994),Drama|Horror|Romance|Thriller
348,Wyatt Earp (1994),Western
349,Bad Company (1995),Action|Crime|Drama
350,"Low Down Dirty Shame, A (1994)",Action|Comedy
351,Boys Life (1995),Drama
352,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
353,Jason's Lyric (1994),Crime|Drama
354,Street Fighter (1994),Action|Adventure|Fantasy
355,Coldblooded (1995),Comedy
356,"Fear, The (1995)",Horror
357,Open Season (1996),Comedy
358,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
359,In the Mouth of Madness (1995),Horror|Thriller
360,8 Seconds (1994),Drama
361,Above the Rim (1994),Crime|Drama
362,Addams Family Values (1993),Children|Comedy|Fantasy
363,Martin Lawrence: You So Crazy (1994),Comedy|Documentary
364,"Age of Innocence, The (1993)",Drama
365,Airheads (1994),Comedy
366,"Air Up There, The (1994)",Comedy
367,Another Stakeout (1993),Comedy|Thriller
368,Bad Girls (1994),Western
369,Barcelona (1994),Comedy|Romance
370,Being Human (1993),Drama
371,"Beverly Hillbillies, The (1993)",Comedy
372,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
373,Black Beauty (1994),Adventure|Children|Drama
374,Blink (1994),Thriller
375,Blown Away (1994),Action|Thriller
376,Blue Chips (1994),Drama
377,Blue Sky (1994),Drama|Romance
378,Body Snatchers (1993),Horror|Sci-Fi|Thriller
379,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
380,"Bronx Tale, A (1993)",Drama
381,Cabin Boy (1994),Comedy
382,Carlito's Way (1993),Crime|Drama
383,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
384,Clean Slate (1994),Comedy
385,Cliffhanger (1993),Action|Adventure|Thriller
386,Coneheads (1993),Comedy|Sci-Fi
387,Color of Night (1994),Drama|Thriller
388,Cops and Robbersons (1994),Comedy
389,"Cowboy Way, The (1994)",Action|Comedy|Drama
390,Dave (1993),Comedy|Romance
391,Dazed and Confused (1993),Comedy
392,Demolition Man (1993),Action|Adventure|Sci-Fi
393,"Endless Summer 2, The (1994)",Adventure|Documentary
394,Even Cowgirls Get the Blues (1993),Comedy|Romance
395,Fatal Instinct (1993),Comedy
396,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
397,"Favor, The (1994)",Comedy|Romance
398,Fearless (1993),Drama
399,Fear of a Black Hat (1994),Comedy
400,With Honors (1994),Comedy|Drama
401,Flesh and Bone (1993),Drama|Mystery|Romance
402,Widows' Peak (1994),Drama
403,For Love or Money (1993),Comedy|Romance
404,"Firm, The (1993)",Drama|Thriller
405,Free Willy (1993),Adventure|Children|Drama
406,Fresh (1994),Crime|Drama|Thriller
407,"Fugitive, The (1993)",Thriller
408,Geronimo: An American Legend (1993),Drama|Western
409,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
410,Getting Even with Dad (1994),Comedy
411,Go Fish (1994),Drama|Romance
412,"Good Man in Africa, A (1994)",Action|Adventure
413,Guilty as Sin (1993),Crime|Drama|Thriller
414,Hard Target (1993),Action|Adventure|Crime|Thriller
415,Heaven & Earth (1993),Action|Drama|War
416,Hot Shots! Part Deux (1993),Action|Comedy|War
417,Live Nude Girls (1995),Comedy
418,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
419,"House of the Spirits, The (1993)",Drama|Romance
420,House Party 3 (1994),Comedy
421,"Hudsucker Proxy, The (1994)",Comedy
422,I'll Do Anything (1994),Comedy|Drama
423,In the Army Now (1994),Comedy|War
424,In the Line of Fire (1993),Action|Thriller
425,In the Name of the Father (1993),Drama
426,"Inkwell, The (1994)",Comedy|Drama
427,What's Love Got to Do with It? (1993),Drama|Musical
428,Judgment Night (1993),Action|Crime|Thriller
429,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
430,Kalifornia (1993),Drama|Thriller
431,Killing Zoe (1994),Crime|Drama|Thriller
432,King of the Hill (1993),Drama
433,Lassie (1994),Adventure|Children
434,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
435,Life with Mikey (1993),Comedy
436,Lightning Jack (1994),Comedy|Western
437,M. Butterfly (1993),Drama|Romance
438,Made in America (1993),Comedy
439,Malice (1993),Thriller
440,"Man Without a Face, The (1993)",Drama
441,Manhattan Murder Mystery (1993),Comedy|Mystery
442,Menace II Society (1993),Action|Crime|Drama
443,Executive Decision (1996),Action|Adventure|Thriller
444,In the Realm of the Senses (Ai no corrida) (1976),Drama
445,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
446,Much Ado About Nothing (1993),Comedy|Romance
447,Mr. Jones (1993),Drama|Romance
448,Mr. Wonderful (1993),Comedy|Romance
449,Mrs. Doubtfire (1993),Comedy|Drama
450,Naked (1993),Drama
451,"Next Karate Kid, The (1994)",Action|Children|Romance
452,"New Age, The (1994)",Drama
453,No Escape (1994),Action|Drama|Sci-Fi
454,North (1994),Comedy
455,Orlando (1992),Drama|Fantasy|Romance
456,"Perfect World, A (1993)",Crime|Drama|Thriller
457,Philadelphia (1993),Drama
458,"Piano, The (1993)",Drama|Romance
459,Poetic Justice (1993),Drama
460,"Program, The (1993)",Action|Drama
461,"Puppet Masters, The (1994)",Horror|Sci-Fi
462,Radioland Murders (1994),Comedy|Mystery|Romance
463,"Ref, The (1994)",Comedy
464,"Remains of the Day, The (1993)",Drama|Romance
465,Renaissance Man (1994),Comedy|Drama
466,Rising Sun (1993),Action|Drama|Mystery
467,"Road to Wellville, The (1994)",Comedy
468,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
469,Robin Hood: Men in Tights (1993),Comedy
470,Romeo Is Bleeding (1993),Crime|Thriller
471,Romper Stomper (1992),Action|Drama
472,Ruby in Paradise (1993),Drama
473,Rudy (1993),Drama
474,Schindler's List (1993),Drama|War
475,"Scout, The (1994)",Comedy|Drama
476,Searching for Bobby Fischer (1993),Drama
477,"Secret Garden, The (1993)",Children|Drama
478,Serial Mom (1994),Comedy|Crime|Horror
479,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
480,Shadowlands (1993),Drama|Romance
481,Short Cuts (1993),Drama
482,"Simple Twist of Fate, A (1994)",Drama
483,Sirens (1994),Drama
484,Six Degrees of Separation (1993),Drama
485,Sleepless in Seattle (1993),Comedy|Drama|Romance
486,Sliver (1993),Thriller
487,Blade Runner (1982),Action|Sci-Fi|Thriller
488,Son in Law (1993),Comedy|Drama|Romance
489,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
490,Striking Distance (1993),Action|Crime
491,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
492,Surviving the Game (1994),Action|Adventure|Thriller
493,Terminal Velocity (1994),Action|Mystery|Thriller
494,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
495,Threesome (1994),Comedy|Romance
496,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
497,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
498,Tombstone (1993),Action|Drama|Western
499,Trial by Jury (1994),Crime|Drama|Thriller
500,True Romance (1993),Crime|Thriller
501,"War Room, The (1993)",Documentary
502,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
503,Welcome to the Dollhouse (1995),Comedy|Drama
504,Germinal (1993),Drama|Romance
505,Chasers (1994),Comedy
506,Cronos (1993),Drama|Horror
507,Bhaji on the Beach (1993),Comedy|Drama
508,Little Big League (1994),Comedy|Drama
509,"Wedding Gift, The (1994)",Drama|Romance
510,Foreign Student (1994),Drama
511,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
512,Spanking the Monkey (1994),Comedy|Drama
513,"Little Rascals, The (1994)",Children|Comedy
514,Fausto (1993),Comedy
515,Andre (1994),Adventure|Children|Drama
516,Princess Caraboo (1994),Drama
517,"Celluloid Closet, The (1995)",Documentary
518,Métisse (Café au Lait) (1993),Comedy|Drama
519,"Brady Bunch Movie, The (1995)",Comedy
520,Home Alone (1990),Children|Comedy
521,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
522,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
523,Terminator 2: Judgment Day (1991),Action|Sci-Fi
524,Dances with Wolves (1990),Adventure|Drama|Western
525,Batman (1989),Action|Crime|Thriller
526,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
527,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
528,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
529,Pinocchio (1940),Animation|Children|Fantasy|Musical
530,Pretty Woman (1990),Comedy|Romance
531,Window to Paris (Okno v Parizh) (1994),Comedy|Fantasy
532,"Wild Bunch, The (1969)",Adventure|Western
533,Love and a .45 (1994),Action|Comedy|Crime
534,"Great Day in Harlem, A (1994)",Documentary
535,"Bye Bye, Love (1995)",Comedy
536,One Fine Day (1996),Drama|Romance
537,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
538,Fargo (1996),Comedy|Crime|Drama|Thriller
539,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
540,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
541,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
542,"Pallbearer, The (1996)",Comedy
543,Jane Eyre (1996),Drama|Romance
544,Loaded (1994),Drama|Thriller
545,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
546,"Aristocats, The (1970)",Animation|Children
547,Two Much (1995),Comedy|Romance
548,Ed (1996),Comedy
549,"Thin Line Between Love and Hate, A (1996)",Comedy
550,"Last Supper, The (1995)",Drama|Thriller
551,Primal Fear (1996),Crime|Drama|Mystery|Thriller
552,Carried Away (1996),Drama|Romance
553,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
554,Land and Freedom (Tierra y libertad) (1995),Drama|War
555,Denise Calls Up (1995),Comedy
556,"Family Thing, A (1996)",Comedy|Drama
557,Sgt. Bilko (1996),Comedy
558,Jack and Sarah (1995),Romance
559,Girl 6 (1996),Comedy|Drama
560,Diabolique (1996),Drama|Thriller
561,"Little Indian, Big City (Un indien dans la ville) (1994)",Adventure|Children|Comedy
562,Nelly & Monsieur Arnaud (1995),Drama
563,Courage Under Fire (1996),Action|Crime|Drama|War
564,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
565,Cold Fever (Á köldum klaka) (1995),Comedy|Drama
566,Moll Flanders (1996),Drama
567,Dragonheart (1996),Action|Adventure|Fantasy
568,Eddie (1996),Comedy
569,Purple Noon (Plein soleil) (1960),Crime|Drama|Thriller
570,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
